name	curr_time	lon	lat	alt	vel_x	vel_y	vel_z
LCS 1	2024-07-01T00:44:19.114+05:30	-90.0	59.70081073390499	-6355019.196277415	-4.596064510297552	3.4111302098888903	3.2828914285697266
OPS 5712 (P/L 153)	2024-07-01T00:27:19.114+05:30	90.0	18.39486407605938	-6353145.975741803	2.285257185164674	3.8328865683914395	-5.9025852979940705
OSCAR 7 (AO-7)	2024-07-01T01:41:19.114+05:30	-90.0	-18.927299381703715	-6350497.370601096	-5.835724943766366	-0.5829299899110677	-4.035863634179101
PHASE 3B (AO-10)	2024-07-01T02:04:19.114+05:30	87.1938068072819	47.169371561807	-5754211.048545574	-0.9207183696670915	2.360520185291543	0.9563937536715379
SKYNET 4C	2024-07-01T01:22:19.114+05:30	85.4764635718242	36.6427021992762	-5871856.716395993	-1.876477264139867	2.3777536272007977	0.5291718031120142
RIGIDSPHERE 2 (LCS 4)	2024-07-01T01:25:19.114+05:30	-90.0	0.39669886056360965	-6350872.001231107	-6.031861170365842	0.49365409850633324	-4.286419769280803
CALSPHERE 2	2024-07-01T01:44:19.114+05:30	90.0	58.937873097521646	-6355321.21195042	-0.7102155515858317	-1.2300232530455089	7.171543969182611
INMARSAT 3-F3	2024-07-01T01:52:19.114+05:30	-86.14895504432849	-9.436211348106994	-5776151.662911195	0.5284915691217309	3.017701138953785	0.19148932115028366
PHASE 3B (AO-10)	2024-07-01T01:13:19.114+05:30	90.0	32.78572215514454	-6344724.133741622	-0.13128865721851896	3.020286416849748	1.4392893212037339
TEMPSAT 1	2024-07-01T01:20:19.114+05:30	90.0	33.51091577727461	-6350794.0517161945	4.888361443652734	3.253320520416767	-4.388583735945763
STARLETTE	2024-07-01T02:05:19.114+05:30	-90.0	-12.558328429374454	-6351457.751216111	3.4147837358178315	6.37767922685562	1.6438150201879387
PHASE 3B (AO-10)	2024-07-01T01:36:19.114+05:30	90.0	39.757916778626665	-6342899.388426399	-0.5415318855369974	2.719558856837202	1.2088069667695949
PHASE 3B (AO-10)	2024-07-01T02:28:19.114+05:30	81.90296950651906	52.85329333984476	-6164436.93207643	-1.1718622741612421	2.06126311808043	0.7593651553375133
GALAXY 25 (G-25)	2024-07-01T02:49:19.114+05:30	-87.01366012338322	3.9898600910859896	-5586499.202763067	-0.20714786248406797	3.051893651615624	0.09228903381750536
FLTSATCOM 8 (USA 46)	2024-07-01T03:04:19.114+05:30	90.0	14.345666041422156	-6353684.511493834	-0.7910437905339952	2.9010704930598865	0.6343820686235696
GALAXY 25 (G-25)	2024-07-01T02:17:19.114+05:30	-86.68039560465326	-3.9560868228175514	-5668166.9580392465	0.21353551206108712	3.0520220618412477	0.05255520835786969
RIGIDSPHERE 2 (LCS 4)	2024-07-01T03:02:19.114+05:30	-90.0	-0.7940155832101601	-6351863.613435402	-5.007499389502288	0.4907017197596165	-5.460142576584609
ITAMSAT (IO-26)	2024-07-01T02:49:19.114+05:30	90.0	61.81622458479275	-6353203.381098028	2.8820919329678025	2.590705661629246	-6.369431407720378
FLTSATCOM 8 (USA 46)	2024-07-01T02:30:19.114+05:30	90.0	6.012324931960307	-6355007.66246243	-0.3427196292910055	2.9815366729363855	0.660471824824438
EYESAT A (AO-27)	2024-07-01T03:50:19.114+05:30	-90.0	41.49269001026744	-6350553.7397644175	-3.082801258529336	-5.750541448455173	-3.5759963232088605
