name	curr_time	lon	lat	alt	vel_x	vel_y	vel_z
USA 65 (DSP 15)	2024-07-01T00:32:19.114+05:30	81.84842238454112	24.509872087265304	-6101443.551191664	-1.3274974866726972	2.683592817438813	0.6139574315509805
UFO 2 (USA 95)	2024-07-01T00:48:19.114+05:30	90.0	26.75462479608275	-6353851.759409203	-1.395399725153854	2.676875607902003	0.584265882218779
STARLETTE	2024-07-01T00:28:19.114+05:30	-90.0	16.00055974186302	-6352620.802109469	1.0234695992672653	6.262088337671044	3.722384470030506
LUSAT (LO-19)	2024-07-01T00:28:19.114+05:30	-90.0	-9.994486752080231	-6354564.012548876	-2.4165256962869113	-0.7984218129615817	-7.017887353525136
STELLA	2024-07-01T01:32:19.114+05:30	-90.0	47.78571810392863	-6354775.222449964	-0.46574068800178353	-2.302391104362502	-7.073305747514098
USA 65 (DSP 15)	2024-07-01T01:10:19.114+05:30	80.33716317110476	33.818926201705146	-6148815.486954243	-1.756748585956284	2.444160731272321	0.5321063050631343
PHASE 3B (AO-10)	2024-07-01T02:03:19.114+05:30	87.46447174824641	46.92071043651343	-5686888.4253218435	-0.9089465238911167	2.373160739242058	0.9649556511750258
LAGEOS 2	2024-07-01T01:57:19.114+05:30	90.0	16.38219396776618	-6352322.270608496	-2.4913187666964274	3.101894540103434	4.0209136610777545
FLTSATCOM 8 (USA 46)	2024-07-01T01:19:19.114+05:30	-90.0	-11.336050540692966	-6355645.050872891	0.6058463456159393	2.937398724761624	0.6677333595658979
ITAMSAT (IO-26)	2024-07-01T03:04:19.114+05:30	-90.0	52.92580686886516	-6353924.192199757	-0.7496592356647612	-3.054498014901938	-6.750567571561722
NAVSTAR 43 (USA 132)	2024-07-01T03:03:19.114+05:30	-80.88254178484993	52.690173577686	-6301340.497343004	-2.5523730254095947	2.8352408749506153	0.526568147880303
HST	2024-07-01T03:20:19.114+05:30	90.0	28.167475708769135	-6354244.293466608	-2.5828626608397873	6.767185216749407	-2.3406057894112777
GALAXY 25 (G-25)	2024-07-01T03:50:19.114+05:30	-88.12912459128225	19.12395384741232	-5101228.19209852	-0.9919321931950715	2.8913634955675853	0.16259367658287577
GALAXY 25 (G-25)	2024-07-01T03:20:19.114+05:30	-87.49642636458411	11.683634252182225	-5429568.67225596	-0.6111513595871088	2.9962820692293275	0.12912550793792066
UFO 2 (USA 95)	2024-07-01T03:37:19.114+05:30	84.04319775786836	69.02600261843635	-5999826.625549419	-2.8776832232597944	1.045785738801999	0.28881131144473704
OPS 3811 (DSP 2)	2024-07-01T03:23:19.114+05:30	78.77412983361062	63.27958049340423	-6178785.784437076	-2.720110353416807	1.3739522473201586	-0.06952971467303382
