Satellite Name	Time	Longitude	Latitude	Altitude	V(x) [km/s]	V(y) [km/s]	V(z) [km/s]
ISS DEB	2024-06-28 04:59:04.833691	-90.000000	41.264324	-6351740.119105	-6.221719	4.375715	-1.539762
CSS (TIANHE)	2024-06-28 05:15:04.833691	90.000000	6.509668	-6354475.386136	-2.283914	5.935825	4.387563
SOYUZ-MS 23	2024-06-28 05:26:04.833691	-90.000000	5.179515	-6351811.861616	-2.876707	6.827474	-2.076024
ISS (NAUKA)	2024-06-28 05:46:04.833691	90.000000	-17.198026	-6351640.935557	3.810078	6.537289	-1.448849
SOYUZ-MS 22	2024-06-28 05:49:04.833691	90.000000	-1.121876	-6352008.372058	2.753542	6.700965	-2.619511
CREW DRAGON 5	2024-06-28 05:50:04.833691	90.000000	3.598270	-6352176.636327	2.373054	6.692480	-2.987389
CYGNUS NG-18	2024-06-28 05:52:04.833691	90.000000	12.129466	-6352577.237256	1.580249	6.580937	-3.679123
PROGRESS-MS 22	2024-06-28 05:55:04.833691	90.000000	23.002777	-6353323.411557	0.339777	6.182175	-4.582701
ISS (NAUKA)	2024-06-28 06:01:04.833691	90.000000	40.281717	-6355214.841276	-2.131666	4.626863	-5.776049
CSS (WENTIAN)	2024-06-28 06:03:04.833691	-90.000000	-18.387584	-6356720.903078	1.842825	5.484863	5.118224
SOYUZ-MS 22	2024-06-28 06:04:04.833691	90.000000	47.793520	-6356279.759204	-3.257532	3.536447	-6.014917
CREW DRAGON 5	2024-06-28 06:05:04.833691	90.000000	50.239925	-6356641.468966	-3.604278	3.137306	-6.037948
CSS (MENGTIAN)	2024-06-28 06:06:04.833691	90.000000	-9.411368	-6355868.503942	0.288822	5.869998	5.015091
CYGNUS NG-18	2024-06-28 06:07:04.833691	-90.000000	55.133009	-6356139.880190	-4.245007	2.296792	-5.998313
TIANZHOU-5	2024-06-28 06:08:04.833691	90.000000	-3.263112	-6355277.195056	-0.758504	5.986774	4.825171
SHENZHOU-15	2024-06-28 06:09:04.833691	90.000000	-0.100734	-6354991.501363	-1.277982	6.002106	4.695057
PROGRESS-MS 22	2024-06-28 06:10:04.833691	-90.000000	62.690136	-6355080.879240	-5.052219	0.960822	-5.727234
SL-4 R/B	2024-06-28 06:12:04.833691	90.000000	10.280302	-6353018.647696	-3.894121	5.242497	4.219685
ISS (ZARYA)	2024-06-28 06:13:04.833691	90.000000	19.076094	-6353051.953894	0.816254	6.342845	-4.295462
ISS DEB	2024-06-28 06:14:04.833691	-90.000000	-14.235272	-6355082.297799	-0.230959	5.198061	-5.769385
FREGAT DEB	2024-06-28 06:17:04.833691	-90.000000	-27.490845	-6354957.326319	2.498657	3.364723	5.015669
CSS (WENTIAN)	2024-06-28 06:18:04.833691	90.000000	33.409188	-6352951.084057	-5.391630	4.878616	2.615390
CSS (MENGTIAN)	2024-06-28 06:21:04.833691	90.000000	47.394243	-6352565.903637	-6.369681	4.051739	1.649377
TIANZHOU-5	2024-06-28 06:23:04.833691	90.000000	57.479278	-6352408.916280	-6.871265	3.401063	0.963153
SHENZHOU-15	2024-06-28 06:24:04.833691	90.000000	62.686340	-6352361.639484	-7.073106	3.050443	0.612271
ISS (ZARYA)	2024-06-28 06:28:04.833691	-90.000000	59.629178	-6355434.538913	-4.790073	1.458955	-5.847658
ISS DEB	2024-06-28 06:29:04.833691	-90.000000	47.011861	-6351659.943313	-6.451425	4.165512	-1.118759
FREGAT DEB	2024-06-28 06:32:04.833691	90.000000	-1.230118	-6353977.790183	-2.278574	4.611239	4.665283
CSS (TIANHE)	2024-06-28 06:45:04.833691	90.000000	4.122800	-6354634.563414	-1.942202	5.978295	4.493079
FREGAT DEB	2024-06-28 06:47:04.833691	90.000000	45.532974	-6351069.435600	-6.593038	3.220833	1.315996
SOYUZ-MS 23	2024-06-28 06:56:04.833691	-90.000000	1.050501	-6351908.563086	-2.574258	6.857395	-2.357728
CSS (TIANHE)	2024-06-28 07:00:04.833691	90.000000	69.522118	-6352331.524245	-7.283899	2.573856	0.154956
ISS (NAUKA)	2024-06-28 07:16:04.833691	90.000000	-25.879729	-6351543.337973	4.285010	6.341890	-0.879911
SOYUZ-MS 22	2024-06-28 07:19:04.833691	90.000000	-8.573221	-6351811.167650	3.300048	6.641495	-2.085566
CREW DRAGON 5	2024-06-28 07:20:04.833691	90.000000	-3.402979	-6351947.888116	2.938416	6.679172	-2.470233
CYGNUS NG-18	2024-06-28 07:22:04.833691	90.000000	5.974969	-6352288.788515	2.175265	6.659941	-3.202789
PROGRESS-MS 22	2024-06-28 07:25:04.833691	90.000000	17.872366	-6352955.951755	0.958141	6.396362	-4.184217
SL-4 R/B	2024-06-28 07:27:04.833691	-90.000000	-28.447145	-6355965.914712	2.963977	3.924308	6.036972
ISS (NAUKA)	2024-06-28 07:31:04.833691	90.000000	36.290955	-6354738.851050	-1.545219	5.078881	-5.580189
CSS (WENTIAN)	2024-06-28 07:33:04.833691	-90.000000	-20.522241	-6356541.241465	2.175606	5.366688	5.112528
SOYUZ-MS 22	2024-06-28 07:34:04.833691	90.000000	44.020833	-6355778.878752	-2.725084	4.080881	-5.935183
CREW DRAGON 5	2024-06-28 07:35:04.833691	90.000000	46.497707	-6356136.994353	-3.095005	3.707546	-5.997915
CSS (MENGTIAN)	2024-06-28 07:36:04.833691	90.000000	-11.570976	-6356045.299581	0.635016	5.810138	5.052524
CYGNUS NG-18	2024-06-28 07:37:04.833691	-90.000000	51.391812	-6356644.373579	-3.789191	2.910389	-6.038024
TIANZHOU-5	2024-06-28 07:38:04.833691	90.000000	-5.476799	-6355447.810981	-0.411687	5.967409	4.890578
SHENZHOU-15	2024-06-28 07:39:04.833691	90.000000	-2.353045	-6355157.785122	-0.933367	6.003181	4.774012
PROGRESS-MS 22	2024-06-28 07:40:04.833691	-90.000000	58.798519	-6355567.575706	-4.692330	1.617400	-5.884542
SL-4 R/B	2024-06-28 07:42:04.833691	90.000000	15.611296	-6352670.137286	-4.492248	5.123666	3.742057
ISS (ZARYA)	2024-06-28 07:43:04.833691	90.000000	13.728170	-6352715.575881	1.420851	6.504484	-3.876185
ISS DEB	2024-06-28 07:44:04.833691	-90.000000	-11.822267	-6354738.620830	-0.717247	5.320245	-5.615093
CSS (WENTIAN)	2024-06-28 07:48:04.833691	90.000000	30.467963	-6353046.041813	-5.137686	5.051767	2.791939
CSS (MENGTIAN)	2024-06-28 07:51:04.833691	90.000000	44.156094	-6352627.267222	-6.170150	4.270395	1.844782
TIANZHOU-5	2024-06-28 07:53:04.833691	90.000000	54.083495	-6352446.320090	-6.712927	3.644922	1.166476
SHENZHOU-15	2024-06-28 07:54:04.833691	90.000000	59.235609	-6352386.765130	-6.936550	3.305179	0.818097
ISS (ZARYA)	2024-06-28 07:58:04.833691	-90.000000	55.870649	-6355920.752579	-4.397906	2.090289	-5.964013
ISS DEB	2024-06-28 07:59:04.833691	-90.000000	53.002590	-6351605.306374	-6.651647	3.936827	-0.691853
CSS (TIANHE)	2024-06-28 08:15:04.833691	90.000000	1.770575	-6354797.302848	-1.596914	6.006075	4.590820
FREGAT DEB	2024-06-28 08:17:04.833691	-90.000000	-27.840905	-6354935.668722	2.532694	3.342996	5.009716
SOYUZ-MS 23	2024-06-28 08:26:04.833691	-90.000000	-2.908129	-6352017.426253	-2.265137	6.866868	-2.633608
CSS (TIANHE)	2024-06-28 08:30:04.833691	90.000000	65.968861	-6352340.878837	-7.174592	2.845156	0.366698
FREGAT DEB	2024-06-28 08:32:04.833691	90.000000	-1.620233	-6353998.906590	-2.232728	4.618372	4.673567
FREGAT DEB	2024-06-28 08:47:04.833691	90.000000	44.893533	-6351075.032386	-6.562403	3.262836	1.341517
SOYUZ-MS 22	2024-06-28 08:49:04.833691	90.000000	-16.640255	-6351659.556928	3.815154	6.515222	-1.532522
CREW DRAGON 5	2024-06-28 08:50:04.833691	90.000000	-11.031301	-6351763.481083	3.476192	6.598471	-1.930437
CYGNUS NG-18	2024-06-28 08:52:04.833691	90.000000	-0.759011	-6352041.554429	2.750699	6.671317	-2.697062
PROGRESS-MS 22	2024-06-28 08:55:04.833691	90.000000	12.307427	-6352623.577839	1.569594	6.544953	-3.747262
SL-4 R/B	2024-06-28 08:57:04.833691	-90.000000	-25.087217	-6356497.196428	2.271444	4.270319	6.101028
ISS (NAUKA)	2024-06-28 09:01:04.833691	90.000000	32.128299	-6354281.529097	-0.939916	5.477571	-5.332888
CSS (WENTIAN)	2024-06-28 09:03:04.833691	-90.000000	-22.658874	-6356362.019883	2.503022	5.235472	5.098400
SOYUZ-MS 22	2024-06-28 09:04:04.833691	90.000000	40.171837	-6355287.076599	-2.161808	4.581725	-5.800715
CREW DRAGON 5	2024-06-28 09:05:04.833691	90.000000	42.708019	-6355638.295490	-2.551183	4.237882	-5.902570
CSS (MENGTIAN)	2024-06-28 09:06:04.833691	90.000000	-13.719586	-6356223.171899	0.979107	5.736288	5.081596
CYGNUS NG-18	2024-06-28 09:07:04.833691	90.000000	47.658963	-6356354.868479	-3.291906	3.492007	-6.022072
TIANZHOU-5	2024-06-28 09:08:04.833691	90.000000	-7.670578	-6355620.493164	-0.064738	5.933759	4.947878
SHENZHOU-15	2024-06-28 09:09:04.833691	90.000000	-4.580866	-6355326.616153	-0.587499	5.989925	4.845045
PROGRESS-MS 22	2024-06-28 09:10:04.833691	-90.000000	55.000966	-6356065.086739	-4.282138	2.254955	-5.987664
SL-4 R/B	2024-06-28 09:12:04.833691	90.000000	21.535279	-6352365.174870	-5.044060	4.957442	3.224809
ISS (ZARYA)	2024-06-28 09:13:04.833691	90.000000	7.911473	-6352415.196222	2.014170	6.601818	-3.422536
ISS DEB	2024-06-28 09:14:04.833691	-90.000000	-9.311278	-6354404.861468	-1.198904	5.421293	-5.432344
CSS (WENTIAN)	2024-06-28 09:18:04.833691	90.000000	27.587331	-6353147.065698	-4.873336	5.213231	2.963803
CSS (MENGTIAN)	2024-06-28 09:21:04.833691	90.000000	40.973961	-6352695.403107	-5.957910	4.479323	2.037054
TIANZHOU-5	2024-06-28 09:23:04.833691	90.000000	50.729581	-6352490.805853	-6.540643	3.880600	1.367780
SHENZHOU-15	2024-06-28 09:24:04.833691	90.000000	55.816284	-6352419.076823	-6.785527	3.552564	1.022474
ISS (ZARYA)	2024-06-28 09:28:04.833691	-90.000000	52.174729	-6356414.258394	-3.959853	2.698566	-6.027343
ISS DEB	2024-06-28 09:29:04.833691	-90.000000	59.157250	-6351576.540725	-6.821532	3.690407	-0.261161
CSS (TIANHE)	2024-06-28 09:45:04.833691	90.000000	-0.549980	-6354963.319560	-1.248833	6.019089	4.680629
SOYUZ-MS 23	2024-06-28 09:56:04.833691	-90.000000	-6.697360	-6352138.182238	-1.950330	6.855785	-2.902977
CSS (TIANHE)	2024-06-28 10:00:04.833691	90.000000	62.431674	-6352357.797810	-7.049716	3.110010	0.577710
FREGAT DEB	2024-06-28 10:17:04.833691	-90.000000	-28.190951	-6354914.044969	2.566547	3.321028	5.003718
SOYUZ-MS 22	2024-06-28 10:19:04.833691	90.000000	-25.248770	-6351554.908595	4.293438	6.323724	-0.965470
CREW DRAGON 5	2024-06-28 10:20:04.833691	90.000000	-19.261570	-6351625.085990	3.980740	6.451498	-1.372978
CYGNUS NG-18	2024-06-28 10:22:04.833691	90.000000	-8.113508	-6351837.785585	3.300545	6.615264	-2.166616
PROGRESS-MS 22	2024-06-28 10:25:04.833691	90.000000	6.236720	-6352329.329297	2.167797	6.626747	-3.275896
SL-4 R/B	2024-06-28 10:27:04.833691	90.000000	-21.751356	-6356473.403505	1.558812	4.579048	6.099627
ISS (NAUKA)	2024-06-28 10:31:04.833691	90.000000	27.742337	-6353847.081247	-0.321956	5.819112	-5.036468
FREGAT DEB	2024-06-28 10:32:04.833691	90.000000	-2.009679	-6354020.051454	-2.186885	4.625138	4.681755
CSS (WENTIAN)	2024-06-28 10:33:04.833691	-90.000000	-24.799996	-6356183.533167	2.824380	5.091521	5.075878
SOYUZ-MS 22	2024-06-28 10:34:04.833691	90.000000	36.204194	-6354808.882648	-1.573420	5.034063	-5.612778
CREW DRAGON 5	2024-06-28 10:35:04.833691	90.000000	38.830328	-6355149.967283	-1.978312	4.723080	-5.752814
CSS (MENGTIAN)	2024-06-28 10:36:04.833691	90.000000	-15.859760	-6356401.825758	1.320356	5.648617	5.102274
CYGNUS NG-18	2024-06-28 10:37:04.833691	90.000000	43.895678	-6355853.247209	-2.758132	4.035850	-5.950612
TIANZHOU-5	2024-06-28 10:38:04.833691	90.000000	-9.847105	-6355794.953491	0.281593	5.885896	4.996988
SHENZHOU-15	2024-06-28 10:39:04.833691	90.000000	-6.786911	-6355497.711979	-0.241131	5.962366	4.908051
PROGRESS-MS 22	2024-06-28 10:40:04.833691	-90.000000	51.256681	-6356568.827171	-3.825663	2.867076	-6.035640
SL-4 R/B	2024-06-28 10:42:04.833691	90.000000	28.130375	-6352106.987463	-5.544353	4.745058	2.673475
ISS (ZARYA)	2024-06-28 10:43:04.833691	90.000000	1.561676	-6352153.461316	2.590253	6.634197	-2.938577
ISS DEB	2024-06-28 10:44:04.833691	-90.000000	-6.681363	-6354082.729636	-1.673740	5.500587	-5.222019
ISS (NAUKA)	2024-06-28 10:46:04.833691	-90.000000	66.568517	-6354472.663682	-5.434897	0.222601	-5.444745
FREGAT DEB	2024-06-28 10:47:04.833691	90.000000	44.256444	-6351080.750975	-6.531409	3.304531	1.366952
CSS (WENTIAN)	2024-06-28 10:48:04.833691	90.000000	24.766315	-6353253.980186	-4.599180	5.362621	3.130703
CSS (MENGTIAN)	2024-06-28 10:51:04.833691	90.000000	37.850131	-6352770.188935	-5.733450	4.678032	2.225880
TIANZHOU-5	2024-06-28 10:53:04.833691	90.000000	47.422610	-6352542.289673	-6.354818	4.107539	1.566735
SHENZHOU-15	2024-06-28 10:54:04.833691	90.000000	52.434697	-6352458.510525	-6.620400	3.792017	1.225068
ISS (ZARYA)	2024-06-28 10:58:04.833691	90.000000	48.503948	-6356593.962283	-3.480095	3.277888	-6.037079
ISS DEB	2024-06-28 10:59:04.833691	-90.000000	65.379532	-6351573.850720	-6.960365	3.427078	0.171176
CSS (TIANHE)	2024-06-28 11:15:04.833691	90.000000	-2.841812	-6355132.323708	-0.898748	6.017299	4.762362
SOYUZ-MS 23	2024-06-28 11:26:04.833691	-90.000000	-10.321420	-6352270.532530	-1.630836	6.824098	-3.165163
CSS (TIANHE)	2024-06-28 11:30:04.833691	90.000000	58.918532	-6352382.241059	-6.909589	3.367775	0.787631
CREW DRAGON 5	2024-06-28 11:50:04.833691	90.000000	-27.998095	-6351533.949419	4.446741	6.240037	-0.802981
CYGNUS NG-18	2024-06-28 11:52:04.833691	90.000000	-16.088135	-6351679.330515	3.819049	6.492657	-1.616341
PROGRESS-MS 22	2024-06-28 11:55:04.833691	90.000000	-0.404568	-6352075.890775	2.746533	6.641229	-2.774486
SL-4 R/B	2024-06-28 11:57:04.833691	90.000000	-18.390910	-6355942.355848	0.833289	4.847404	6.032828
ISS (NAUKA)	2024-06-28 12:01:04.833691	90.000000	23.075900	-6353439.497346	0.302311	6.100292	-4.693702
CSS (WENTIAN)	2024-06-28 12:03:04.833691	-90.000000	-26.948127	-6356006.074126	3.138999	4.935168	5.045013
SOYUZ-MS 22	2024-06-28 12:04:04.833691	90.000000	32.072034	-6354348.697013	-0.965919	5.433502	-5.373139
CREW DRAGON 5	2024-06-28 12:05:04.833691	90.000000	34.821437	-6354676.505139	-1.382210	5.158391	-5.550055
CSS (MENGTIAN)	2024-06-28 12:06:04.833691	90.000000	-17.994036	-6356580.965510	1.658029	5.547327	5.114537
CYGNUS NG-18	2024-06-28 12:07:04.833691	90.000000	40.062238	-6355360.011757	-2.193247	4.536537	-5.824319
TIANZHOU-5	2024-06-28 12:08:04.833691	90.000000	-12.009002	-6355970.901646	0.626555	5.823929	5.037840
SHENZHOU-15	2024-06-28 12:09:04.833691	90.000000	-8.973854	-6355670.787089	0.104983	5.920562	4.962938
PROGRESS-MS 22	2024-06-28 12:10:04.833691	90.000000	47.526520	-6356430.472809	-3.327426	3.447632	-6.028023
SL-4 R/B	2024-06-28 12:12:04.833691	90.000000	35.444615	-6351898.302714	-5.988461	4.488159	2.093927
ISS (ZARYA)	2024-06-28 12:13:04.833691	90.000000	-5.371736	-6351932.671030	3.143299	6.601608	-2.428630
ISS DEB	2024-06-28 12:14:04.833691	-90.000000	-3.909780	-6353773.881467	-2.139603	5.557599	-4.985146
ISS (NAUKA)	2024-06-28 12:16:04.833691	-90.000000	62.492328	-6354938.238034	-5.129535	0.886230	-5.669950
FREGAT DEB	2024-06-28 12:17:04.833691	-90.000000	-28.540984	-6354892.455197	2.600212	3.298819	4.997673
CSS (WENTIAN)	2024-06-28 12:18:04.833691	90.000000	22.003515	-6353366.600458	-4.315833	5.499584	3.292372
CSS (MENGTIAN)	2024-06-28 12:21:04.833691	90.000000	34.786122	-6352851.491701	-5.497285	4.866051	2.410956
TIANZHOU-5	2024-06-28 12:23:04.833691	90.000000	44.166839	-6352600.676343	-6.155890	4.325208	1.763018
SHENZHOU-15	2024-06-28 12:24:04.833691	90.000000	49.096460	-6352504.990644	-6.441562	4.022976	1.425551
ISS (ZARYA)	2024-06-28 12:28:04.833691	90.000000	44.821597	-6356099.066584	-2.963256	3.822667	-5.993140
FREGAT DEB	2024-06-28 12:32:04.833691	90.000000	-2.398463	-6354041.224325	-2.141049	4.631539	4.689849
CSS (TIANHE)	2024-06-28 12:45:04.833691	90.000000	-5.107833	-6355304.021011	-0.547449	6.000702	4.835891
FREGAT DEB	2024-06-28 12:47:04.833691	90.000000	43.621710	-6351086.590878	-6.500059	3.345914	1.392302
SOYUZ-MS 23	2024-06-28 12:56:04.833691	-90.000000	-13.786942	-6352414.149639	-1.307670	6.771823	-3.419508
CSS (TIANHE)	2024-06-28 13:00:04.833691	90.000000	55.436892	-6352414.155704	-6.754562	3.617826	0.996105
CYGNUS NG-18	2024-06-28 13:22:04.833691	90.000000	-24.619719	-6351567.619779	4.300762	6.305041	-1.051301
PROGRESS-MS 22	2024-06-28 13:25:04.833691	90.000000	-7.661813	-6351865.568379	3.299774	6.588567	-2.247664
SL-4 R/B	2024-06-28 13:27:04.833691	90.000000	-14.956368	-6355419.980441	0.102178	5.072655	5.901406
ISS (NAUKA)	2024-06-28 13:31:04.833691	90.000000	18.065678	-6353062.514589	0.926460	6.318534	-4.307790
CSS (WENTIAN)	2024-06-28 13:33:04.833691	-90.000000	-29.105791	-6355829.933058	3.446217	4.766778	5.005873
SOYUZ-MS 22	2024-06-28 13:34:04.833691	90.000000	27.724803	-6353910.749039	-0.345517	5.776212	-5.084045
CREW DRAGON 5	2024-06-28 13:35:04.833691	90.000000	30.634282	-6354222.262986	-0.768958	5.539603	-5.296198
CSS (MENGTIAN)	2024-06-28 13:36:04.833691	-90.000000	-20.124933	-6356744.333003	1.991405	5.432650	5.118378
CYGNUS NG-18	2024-06-28 13:37:04.833691	90.000000	36.116787	-6354879.701923	-1.602974	4.989150	-5.644381
TIANZHOU-5	2024-06-28 13:38:04.833691	90.000000	-14.158855	-6356148.045605	0.969404	5.747997	5.070379
SHENZHOU-15	2024-06-28 13:39:04.833691	90.000000	-11.144333	-6355845.553433	0.450096	5.864605	5.009629
PROGRESS-MS 22	2024-06-28 13:40:04.833691	90.000000	43.771784	-6355928.210222	-2.792403	3.990839	-5.964889
SL-4 R/B	2024-06-28 13:42:04.833691	90.000000	43.467715	-6351741.321901	-6.372293	4.188793	1.492316
ISS (ZARYA)	2024-06-28 13:43:04.833691	90.000000	-12.909835	-6351754.759280	3.667728	6.504674	-1.897233
ISS DEB	2024-06-28 13:44:04.833691	-90.000000	-0.971839	-6353479.910649	-2.594387	5.591884	-4.722885
ISS (NAUKA)	2024-06-28 13:46:04.833691	-90.000000	58.567375	-6355420.398966	-4.769823	1.538168	-5.843060
CSS (WENTIAN)	2024-06-28 13:48:04.833691	90.000000	19.297181	-6353484.732735	-4.023931	5.623791	3.448552
SOYUZ-MS 22	2024-06-28 13:49:04.833691	-90.000000	66.504360	-6354404.389696	-5.474034	0.188481	-5.406526
CREW DRAGON 5	2024-06-28 13:50:04.833691	-90.000000	69.338416	-6354085.815767	-5.658411	-0.265743	-5.208988
CSS (MENGTIAN)	2024-06-28 13:51:04.833691	90.000000	31.782742	-6352939.167997	-5.249956	5.042937	2.591983
TIANZHOU-5	2024-06-28 13:53:04.833691	90.000000	40.965695	-6352665.859547	-5.944319	4.533092	1.956311
SHENZHOU-15	2024-06-28 13:54:04.833691	90.000000	45.806400	-6352558.430197	-6.249434	4.244897	1.623595
ISS (ZARYA)	2024-06-28 13:58:04.833691	90.000000	41.090631	-6355610.081129	-2.414352	4.327679	-5.895929
CSS (TIANHE)	2024-06-28 14:15:04.833691	90.000000	-7.350915	-6355478.113278	-0.195727	5.969332	4.901100
FREGAT DEB	2024-06-28 14:17:04.833691	-90.000000	-28.891008	-6354870.899543	2.633691	3.276372	4.991582
SOYUZ-MS 23	2024-06-28 14:26:04.833691	-90.000000	-17.102235	-6352568.677824	-0.981855	6.699032	-3.665373
CSS (TIANHE)	2024-06-28 14:30:04.833691	90.000000	51.993555	-6352453.476226	-6.585019	3.859555	1.202778
FREGAT DEB	2024-06-28 14:32:04.833691	90.000000	-2.786591	-6354062.424756	-2.095222	4.637576	4.697849
SOYUZ-MS 23	2024-06-28 14:41:04.833691	-90.000000	66.533547	-6351871.414774	-5.438050	4.954623	2.254236
FREGAT DEB	2024-06-28 14:47:04.833691	90.000000	42.989336	-6351092.551601	-6.468356	3.386983	1.417564
PROGRESS-MS 22	2024-06-28 14:55:04.833691	90.000000	-15.542225	-6351700.269546	3.821740	6.469604	-1.700285
SL-4 R/B	2024-06-28 14:57:04.833691	90.000000	-11.395604	-6354911.870014	-0.627201	5.252461	5.706844
ISS (NAUKA)	2024-06-28 15:01:04.833691	90.000000	12.642974	-6352719.583460	1.544053	6.471917	-3.882325
CSS (WENTIAN)	2024-06-28 15:03:04.833691	-90.000000	-31.275525	-6355655.397275	3.745390	4.586740	4.958535
SOYUZ-MS 22	2024-06-28 15:04:04.833691	90.000000	23.106310	-6353499.058148	0.281424	6.058969	-4.748201
CREW DRAGON 5	2024-06-28 15:05:04.833691	90.000000	26.216817	-6353791.412793	-0.144830	5.863082	-4.993620
CSS (MENGTIAN)	2024-06-28 15:06:04.833691	-90.000000	-22.254958	-6356565.107983	2.319774	5.304850	5.113806
CYGNUS NG-18	2024-06-28 15:07:04.833691	90.000000	32.014117	-6354416.734199	-0.993319	5.389292	-5.412489
TIANZHOU-5	2024-06-28 15:08:04.833691	90.000000	-16.299224	-6356326.092135	1.309403	5.658273	5.094566
SHENZHOU-15	2024-06-28 15:09:04.833691	90.000000	-13.300954	-6356021.720908	0.793462	5.794620	5.048059
PROGRESS-MS 22	2024-06-28 15:10:04.833691	90.000000	39.953025	-6355433.636602	-2.225978	4.491321	-5.846835
SL-4 R/B	2024-06-28 15:12:04.833691	90.000000	52.101358	-6351637.698398	-6.692360	3.849392	0.875007
ISS (ZARYA)	2024-06-28 15:13:04.833691	90.000000	-21.024783	-6351621.277895	4.158226	6.344642	-1.349110
ISS DEB	2024-06-28 15:14:04.833691	-90.000000	2.159127	-6353202.340083	-3.036044	5.603093	-4.436531
ISS (NAUKA)	2024-06-28 15:16:04.833691	-90.000000	54.749024	-6355914.709721	-4.359218	2.171839	-5.962465
CSS (WENTIAN)	2024-06-28 15:18:04.833691	90.000000	16.645280	-6353608.174625	-3.724126	5.734946	3.598992
SOYUZ-MS 22	2024-06-28 15:19:04.833691	-90.000000	62.402931	-6354866.889412	-5.169229	0.849378	-5.639303
CREW DRAGON 5	2024-06-28 15:20:04.833691	-90.000000	65.093861	-6354533.270487	-5.391942	0.398016	-5.477536
CSS (MENGTIAN)	2024-06-28 15:21:04.833691	90.000000	28.840153	-6353033.064284	-4.992023	5.208269	2.768668
TIANZHOU-5	2024-06-28 15:23:04.833691	90.000000	37.821790	-6352737.722062	-5.720595	4.730704	2.146300
SHENZHOU-15	2024-06-28 15:24:04.833691	90.000000	42.568524	-6352618.730987	-6.044463	4.457259	1.818879
ISS (ZARYA)	2024-06-28 15:28:04.833691	90.000000	37.272570	-6355131.348273	-1.838740	4.788118	-5.746331
CSS (TIANHE)	2024-06-28 15:45:04.833691	90.000000	-9.573892	-6355654.298933	0.155628	5.923257	4.957892
SOYUZ-MS 23	2024-06-28 15:56:04.833691	-90.000000	-20.276678	-6352733.733879	-0.654422	6.605862	-3.902140
CSS (TIANHE)	2024-06-28 16:00:04.833691	90.000000	48.594556	-6352500.124620	-6.401377	4.092376	1.407300
SOYUZ-MS 23	2024-06-28 16:11:04.833691	-90.000000	62.342626	-6351779.272476	-5.296103	5.221253	1.970582
FREGAT DEB	2024-06-28 16:17:04.833691	-90.000000	-29.241026	-6354849.378142	2.666980	3.253688	4.985445
PROGRESS-MS 22	2024-06-28 16:25:04.833691	90.000000	-23.993356	-6351581.486601	4.306958	6.285851	-1.137381
SL-4 R/B	2024-06-28 16:27:04.833691	90.000000	-7.652114	-6354423.457858	-1.347597	5.384892	5.451305
ISS (NAUKA)	2024-06-28 16:31:04.833691	90.000000	6.736488	-6352413.836588	2.148707	6.559193	-3.421256
FREGAT DEB	2024-06-28 16:32:04.833691	90.000000	-3.174070	-6354083.652300	-2.049408	4.643249	4.705754
SOYUZ-MS 22	2024-06-28 16:34:04.833691	90.000000	18.154240	-6353117.396887	0.908461	6.279178	-4.368741
CREW DRAGON 5	2024-06-28 16:35:04.833691	90.000000	21.511159	-6353387.906030	0.483774	6.125806	-4.645149
CSS (MENGTIAN)	2024-06-28 16:36:04.833691	-90.000000	-24.386610	-6356386.282130	2.642439	5.164221	5.100842
CYGNUS NG-18	2024-06-28 16:37:04.833691	90.000000	27.704514	-6353975.360648	-0.370505	5.733127	-5.130817
TIANZHOU-5	2024-06-28 16:38:04.833691	90.000000	-18.432644	-6356504.747284	1.645825	5.554959	5.110374
SHENZHOU-15	2024-06-28 16:39:04.833691	90.000000	-15.446287	-6356198.997855	1.134343	5.710764	5.078178
PROGRESS-MS 22	2024-06-28 16:40:04.833691	90.000000	36.028836	-6354951.300732	-1.633877	4.944162	-5.674971
SL-4 R/B	2024-06-28 16:42:04.833691	90.000000	61.144193	-6351588.521670	-6.945808	3.472755	0.248514
