Satellite Name	Time	Longitude	Latitude	Altitude	V(x) [km/s]	V(y) [km/s]	V(z) [km/s]
CSS (MENGTIAN)	2024-06-29 03:23:47.568168	90.000000	17.632202	-6353388.650884	-3.880251	5.798118	3.322443
CYGNUS NG-18	2024-06-29 03:24:47.568168	90.000000	46.208743	-6356712.737886	-3.418665	3.336393	-6.039217
TIANZHOU-5	2024-06-29 03:25:47.568168	90.000000	25.944600	-6353023.660534	-4.721908	5.463113	2.751574
SHENZHOU-15	2024-06-29 03:26:47.568168	90.000000	30.358630	-6352867.699007	-5.109638	5.255823	2.445581
PROGRESS-MS 22	2024-06-29 03:27:47.568168	-90.000000	53.588169	-6355711.750136	-4.437106	2.127980	-5.920350
ISS (ZARYA)	2024-06-29 03:30:47.568168	90.000000	9.220370	-6352696.515668	1.926907	6.389208	-3.849735
ISS (ZARYA)	2024-06-29 03:45:47.568168	-90.000000	51.477895	-6355950.172834	-4.206624	2.439915	-5.969405
CSS (TIANHE)	2024-06-29 03:47:47.568168	90.000000	-18.870621	-6356269.412906	1.522250	5.610780	5.087603
CSS (TIANHE)	2024-06-29 04:02:47.568168	90.000000	35.556665	-6352714.098700	-5.518217	4.990232	2.086726
SOYUZ-MS 23	2024-06-29 04:13:47.568168	-90.000000	41.563275	-6351528.680636	-4.384610	6.279583	0.715726
SL-4 R/B	2024-06-29 04:14:47.568168	90.000000	-12.138980	-6354628.863358	-0.774183	5.380217	5.567900
FREGAT DEB	2024-06-29 04:19:47.568168	-90.000000	-26.813268	-6355541.834104	2.118142	3.526347	5.110522
SL-4 R/B	2024-06-29 04:29:47.568168	90.000000	54.403458	-6351602.794290	-6.655888	3.975271	0.515841
ISS DEB	2024-06-29 04:31:47.568168	-90.000000	-10.947686	-6354123.435967	-1.234040	5.589377	-5.250629
FREGAT DEB	2024-06-29 04:34:47.568168	90.000000	0.139646	-6353464.124075	-2.682025	4.712920	4.402538
SOYUZ-MS 22	2024-06-29 04:36:47.568168	90.000000	-23.181217	-6351624.552960	4.409712	6.167312	-1.369372
CREW DRAGON 5	2024-06-29 04:37:47.568168	90.000000	-17.453517	-6351718.780634	4.085701	6.287052	-1.770482
CYGNUS NG-18	2024-06-29 04:39:47.568168	90.000000	-6.921041	-6351978.148787	3.381425	6.437101	-2.545739
TIANZHOU-5	2024-06-29 04:40:47.568168	-90.000000	-27.353001	-6356404.401010	2.893531	5.026220	5.102592
SHENZHOU-15	2024-06-29 04:41:47.568168	-90.000000	-24.375341	-6356711.118658	2.411804	5.259752	5.118231
PROGRESS-MS 22	2024-06-29 04:42:47.568168	90.000000	6.508541	-6352534.484403	2.209791	6.434335	-3.614163
ISS DEB	2024-06-29 04:46:47.568168	-90.000000	60.671003	-6351573.121230	-6.691795	3.928280	0.116516
ISS (NAUKA)	2024-06-29 04:48:47.568168	90.000000	26.788713	-6354153.389874	-0.361388	5.622768	-5.252142
FREGAT DEB	2024-06-29 04:49:47.568168	90.000000	51.757586	-6350946.509218	-6.758251	3.144130	0.743564
CSS (WENTIAN)	2024-06-29 04:50:47.568168	90.000000	3.899066	-6354198.599898	-2.156298	6.131969	4.178509
SOYUZ-MS 22	2024-06-29 04:51:47.568168	90.000000	34.942504	-6355147.233891	-1.651835	4.848270	-5.751877
CREW DRAGON 5	2024-06-29 04:52:47.568168	90.000000	37.501582	-6355495.856443	-2.069036	4.542596	-5.864895
CSS (MENGTIAN)	2024-06-29 04:53:47.568168	90.000000	14.947770	-6353507.190907	-3.580602	5.899521	3.476791
CYGNUS NG-18	2024-06-29 04:54:47.568168	90.000000	42.479814	-6356209.271153	-2.872094	3.868541	-6.007189
TIANZHOU-5	2024-06-29 04:55:47.568168	90.000000	23.066727	-6353122.600691	-4.447744	5.602208	2.923396
SHENZHOU-15	2024-06-29 04:56:47.568168	90.000000	27.379658	-6352956.101261	-4.850220	5.412803	2.624916
PROGRESS-MS 22	2024-06-29 04:57:47.568168	-90.000000	49.819056	-6356210.252496	-3.970229	2.725436	-6.007318
ISS (ZARYA)	2024-06-29 05:00:47.568168	90.000000	3.388692	-6352399.168496	2.523103	6.439212	-3.395394
ISS (NAUKA)	2024-06-29 05:03:47.568168	-90.000000	65.489908	-6354154.085799	-5.621079	0.149232	-5.254112
ISS (ZARYA)	2024-06-29 05:15:47.568168	-90.000000	47.793626	-6356442.617365	-3.724314	3.011520	-6.029445
CSS (TIANHE)	2024-06-29 05:17:47.568168	90.000000	-21.033667	-6356450.764144	1.858357	5.490995	5.106300
CSS (TIANHE)	2024-06-29 05:32:47.568168	90.000000	32.410354	-6352791.735822	-5.272677	5.169237	2.277227
SOYUZ-MS 23	2024-06-29 05:43:47.568168	-90.000000	36.687196	-6351504.032508	-4.161386	6.455984	0.414571
SL-4 R/B	2024-06-29 05:44:47.568168	90.000000	-8.262135	-6354154.096809	-1.480181	5.520236	5.278540
SL-4 R/B	2024-06-29 05:59:47.568168	90.000000	63.555878	-6351585.165200	-6.889548	3.589813	-0.112960
ISS DEB	2024-06-29 06:01:47.568168	-90.000000	-8.165834	-6353809.960161	-1.700612	5.681746	-5.014758
CREW DRAGON 5	2024-06-29 06:07:47.568168	90.000000	-25.822775	-6351594.237340	4.565428	6.086839	-1.210286
CYGNUS NG-18	2024-06-29 06:09:47.568168	90.000000	-14.438598	-6351787.774138	3.914786	6.323483	-2.010413
TIANZHOU-5	2024-06-29 06:10:47.568168	-90.000000	-29.480995	-6356226.925460	3.200446	4.857609	5.082219
SHENZHOU-15	2024-06-29 06:11:47.568168	-90.000000	-26.496743	-6356532.849348	2.728270	5.108532	5.112154
PROGRESS-MS 22	2024-06-29 06:12:47.568168	90.000000	0.294387	-6352252.474872	2.804545	6.454123	-3.134885
ISS DEB	2024-06-29 06:16:47.568168	-90.000000	66.928443	-6351593.588920	-6.823007	3.656182	0.552600
ISS (NAUKA)	2024-06-29 06:18:47.568168	90.000000	22.338627	-6353727.386677	0.279096	5.901370	-4.942852
FREGAT DEB	2024-06-29 06:19:47.568168	-90.000000	-27.162306	-6355519.665478	2.153510	3.506068	5.106074
CSS (WENTIAN)	2024-06-29 06:20:47.568168	90.000000	1.500452	-6354346.240789	-1.825602	6.159212	4.294318
SOYUZ-MS 22	2024-06-29 06:21:47.568168	90.000000	30.941788	-6354675.005801	-1.029091	5.241237	-5.549366
CREW DRAGON 5	2024-06-29 06:22:47.568168	90.000000	33.599860	-6355012.606343	-1.458167	4.970185	-5.700132
CSS (MENGTIAN)	2024-06-29 06:23:47.568168	90.000000	12.316842	-6353630.948616	-3.274137	5.987442	3.625412
CYGNUS NG-18	2024-06-29 06:24:47.568168	90.000000	38.709323	-6355710.885603	-2.293599	4.359113	-5.920077
TIANZHOU-5	2024-06-29 06:25:47.568168	90.000000	20.247956	-6353227.393104	-4.164863	5.728614	3.090384
SHENZHOU-15	2024-06-29 06:26:47.568168	90.000000	24.460849	-6353050.631388	-4.581199	5.557580	2.799900
PROGRESS-MS 22	2024-06-29 06:27:47.568168	-90.000000	46.091561	-6356713.620933	-3.460587	3.292650	-6.039239
ISS (ZARYA)	2024-06-29 06:30:47.568168	90.000000	-2.976638	-6352140.398941	3.097163	6.426013	-2.911146
ISS (NAUKA)	2024-06-29 06:33:47.568168	-90.000000	61.286411	-6354604.052217	-5.309986	0.794897	-5.514514
FREGAT DEB	2024-06-29 06:34:47.568168	90.000000	-0.263548	-6353484.091129	-2.635909	4.722273	4.412945
CSS (WENTIAN)	2024-06-29 06:35:47.568168	90.000000	69.036925	-6352334.684680	-7.135664	2.956058	-0.234583
ISS (ZARYA)	2024-06-29 06:45:47.568168	90.000000	44.132256	-6356566.931849	-3.202987	3.551065	-6.036165
CSS (TIANHE)	2024-06-29 06:47:47.568168	90.000000	-23.191389	-6356632.535363	2.189510	5.357684	5.116340
FREGAT DEB	2024-06-29 06:49:47.568168	90.000000	51.079167	-6350949.225944	-6.730099	3.188147	0.770354
CSS (TIANHE)	2024-06-29 07:02:47.568168	90.000000	29.325819	-6352876.037999	-5.016207	5.336255	2.463789
SOYUZ-MS 23	2024-06-29 07:13:47.568168	-90.000000	31.761724	-6351492.543400	-3.925985	6.613823	0.112386
SL-4 R/B	2024-06-29 07:14:47.568168	90.000000	-4.100692	-6353707.122175	-2.168583	5.609766	4.932912
ISS DEB	2024-06-29 07:31:47.568168	-90.000000	-5.217604	-6353511.457028	-2.157754	5.750257	-4.752874
CYGNUS NG-18	2024-06-29 07:39:47.568168	90.000000	-22.562368	-6351642.933698	4.410748	6.146517	-1.456791
SHENZHOU-15	2024-06-29 07:41:47.568168	-90.000000	-28.620190	-6356355.028585	3.038117	4.945064	5.097774
PROGRESS-MS 22	2024-06-29 07:42:47.568168	90.000000	-6.503126	-6352011.765022	3.373453	6.408579	-2.627012
ISS (NAUKA)	2024-06-29 07:48:47.568168	90.000000	17.592042	-6353329.203825	0.919676	6.118933	-4.588321
CSS (WENTIAN)	2024-06-29 07:50:47.568168	90.000000	-0.860221	-6354497.716470	-1.491898	6.172200	4.403090
SOYUZ-MS 22	2024-06-29 07:51:47.568168	90.000000	26.763494	-6354221.919510	-0.392959	5.579308	-5.296007
CREW DRAGON 5	2024-06-29 07:52:47.568168	90.000000	29.554624	-6354545.404323	-0.829574	5.345467	-5.483129
CSS (MENGTIAN)	2024-06-29 07:53:47.568168	90.000000	9.737153	-6353759.715003	-2.961531	6.061667	3.768072
CYGNUS NG-18	2024-06-29 07:54:47.568168	90.000000	34.857367	-6355222.147694	-1.688982	4.803296	-5.778698
TIANZHOU-5	2024-06-29 07:55:47.568168	90.000000	17.487007	-6353337.858716	-3.873899	5.842029	3.252275
SHENZHOU-15	2024-06-29 07:56:47.568168	90.000000	21.601701	-6353151.126614	-4.303179	5.689814	2.970254
PROGRESS-MS 22	2024-06-29 07:57:47.568168	90.000000	42.367089	-6356287.386721	-2.913219	3.823974	-6.015821
ISS (ZARYA)	2024-06-29 08:00:47.568168	90.000000	-9.924549	-6351922.468135	3.643359	6.350056	-2.401293
ISS (NAUKA)	2024-06-29 08:03:47.568168	-90.000000	57.267658	-6355073.578906	-4.943334	1.429682	-5.724526
CSS (WENTIAN)	2024-06-29 08:05:47.568168	90.000000	65.566493	-6352330.114202	-7.024679	3.219361	-0.028489
SOYUZ-MS 22	2024-06-29 08:06:47.568168	-90.000000	65.469354	-6354086.097611	-5.663300	0.116876	-5.209220
CREW DRAGON 5	2024-06-29 08:07:47.568168	-90.000000	68.429705	-6353780.102049	-5.851179	-0.324294	-4.987163
ISS (ZARYA)	2024-06-29 08:15:47.568168	90.000000	40.457384	-6356073.596161	-2.647642	4.053372	-5.989508
CSS (TIANHE)	2024-06-29 08:17:47.568168	-90.000000	-25.346411	-6356690.210235	2.514984	5.211154	5.117719
FREGAT DEB	2024-06-29 08:19:47.568168	-90.000000	-27.511278	-6355497.524431	2.188699	3.485538	5.101575
CSS (TIANHE)	2024-06-29 08:32:47.568168	90.000000	26.303709	-6352966.852985	-4.749407	5.490880	2.646100
FREGAT DEB	2024-06-29 08:34:47.568168	90.000000	-0.665929	-6353504.097352	-2.589778	4.731254	4.423252
SOYUZ-MS 23	2024-06-29 08:43:47.568168	-90.000000	26.822481	-6351494.241987	-3.679195	6.752582	-0.190084
SL-4 R/B	2024-06-29 08:44:47.568168	90.000000	0.420122	-6353292.700715	-2.832691	5.647683	4.534793
FREGAT DEB	2024-06-29 08:49:47.568168	90.000000	50.402830	-6350952.072336	-6.701559	3.231873	0.797072
ISS DEB	2024-06-29 09:01:47.568168	-90.000000	-2.075801	-6353229.500830	-2.603379	5.794397	-4.466295
CYGNUS NG-18	2024-06-29 09:09:47.568168	90.000000	-31.208651	-6351544.925947	4.864133	5.908295	-0.889937
SHENZHOU-15	2024-06-29 09:11:47.568168	-90.000000	-30.748140	-6356177.944393	3.340698	4.769715	5.075131
PROGRESS-MS 22	2024-06-29 09:12:47.568168	90.000000	-13.920330	-6351814.532037	3.910637	6.298486	-2.095209
ISS (NAUKA)	2024-06-29 09:18:47.568168	90.000000	12.484461	-6352962.471967	1.553808	6.273549	-4.191841
CSS (WENTIAN)	2024-06-29 09:20:47.568168	90.000000	-3.185705	-6354652.775022	-1.155911	6.170892	4.504659
SOYUZ-MS 22	2024-06-29 09:21:47.568168	90.000000	22.355942	-6353792.116359	0.250101	5.859303	-4.994163
CREW DRAGON 5	2024-06-29 09:22:47.568168	90.000000	25.317866	-6354098.523408	-0.189625	5.664866	-5.215911
CSS (MENGTIAN)	2024-06-29 09:23:47.568168	90.000000	7.206275	-6353893.273415	-2.643474	6.122016	3.904548
CYGNUS NG-18	2024-06-29 09:24:47.568168	90.000000	30.881582	-6354747.531711	-1.064336	5.196776	-5.584374
TIANZHOU-5	2024-06-29 09:25:47.568168	90.000000	14.782244	-6353453.809675	-3.575498	5.942182	3.408812
SHENZHOU-15	2024-06-29 09:26:47.568168	90.000000	18.801238	-6353257.414869	-4.016781	5.809190	3.135709
PROGRESS-MS 22	2024-06-29 09:27:47.568168	90.000000	38.607148	-6355788.127345	-2.333577	4.314152	-5.937284
ISS (ZARYA)	2024-06-29 09:30:47.568168	90.000000	-17.473853	-6351747.274203	4.156224	6.212393	-1.870348
ISS (NAUKA)	2024-06-29 09:33:47.568168	-90.000000	53.386361	-6355558.367422	-4.524609	2.047188	-5.882207
CSS (WENTIAN)	2024-06-29 09:35:47.568168	90.000000	62.096551	-6352332.719135	-6.899145	3.475877	0.177545
SOYUZ-MS 22	2024-06-29 09:36:47.568168	-90.000000	61.234208	-6354532.443016	-5.353457	0.759674	-5.477153
CREW DRAGON 5	2024-06-29 09:37:47.568168	-90.000000	64.024365	-6354209.333792	-5.580745	0.320894	-5.289488
ISS (ZARYA)	2024-06-29 09:45:47.568168	90.000000	36.732219	-6355586.364434	-2.063637	4.513657	-5.889901
CSS (TIANHE)	2024-06-29 09:47:47.568168	-90.000000	-27.501345	-6356508.523353	2.834073	5.051747	5.110449
CSS (TIANHE)	2024-06-29 10:02:47.568168	90.000000	23.344009	-6353064.017883	-4.472899	5.632734	2.823861
SOYUZ-MS 23	2024-06-29 10:13:47.568168	-90.000000	21.905869	-6351509.124516	-3.421836	6.871796	-0.492095
SL-4 R/B	2024-06-29 10:14:47.568168	90.000000	5.383031	-6352915.239037	-3.466102	5.633337	4.088510
FREGAT DEB	2024-06-29 10:19:47.568168	-90.000000	-27.860187	-6355475.411120	2.223707	3.464757	5.097026
ISS DEB	2024-06-29 10:31:47.568168	-90.000000	1.288656	-6352965.584836	-3.035461	5.813752	-4.156467
FREGAT DEB	2024-06-29 10:34:47.568168	90.000000	-1.067507	-6353524.142260	-2.543635	4.739862	4.433461
PROGRESS-MS 22	2024-06-29 10:42:47.568168	90.000000	-21.949744	-6351662.553446	4.410525	6.125275	-1.544349
ISS (NAUKA)	2024-06-29 10:48:47.568168	90.000000	6.946575	-6352630.528875	2.175004	6.363959	-3.757080
FREGAT DEB	2024-06-29 10:49:47.568168	90.000000	49.728597	-6350955.047977	-6.672633	3.275303	0.823718
CSS (WENTIAN)	2024-06-29 10:50:47.568168	90.000000	-5.478745	-6354811.159316	-0.818371	6.155281	4.598870
SOYUZ-MS 22	2024-06-29 10:51:47.568168	90.000000	17.661665	-6353389.519269	0.893544	6.078657	-4.646642
CREW DRAGON 5	2024-06-29 10:52:47.568168	90.000000	20.836370	-6353676.045474	0.455177	5.925401	-4.900968
CSS (MENGTIAN)	2024-06-29 10:53:47.568168	90.000000	4.721659	-6354031.399935	-2.320666	6.168338	4.034626
CYGNUS NG-18	2024-06-29 10:54:47.568168	90.000000	26.735958	-6354291.378186	-0.425975	5.535783	-5.338920
TIANZHOU-5	2024-06-29 10:55:47.568168	90.000000	12.131739	-6353575.049677	-3.270322	6.028834	3.559748
SHENZHOU-15	2024-06-29 10:56:47.568168	90.000000	16.058079	-6353369.315091	-3.722645	5.915424	3.296004
PROGRESS-MS 22	2024-06-29 10:57:47.568168	90.000000	34.772163	-6355297.800443	-1.727464	4.758372	-5.804366
ISS (ZARYA)	2024-06-29 11:00:47.568168	90.000000	-25.593944	-6351616.336528	4.630610	6.014673	-1.323003
ISS (NAUKA)	2024-06-29 11:03:47.568168	-90.000000	49.599256	-6356053.979845	-4.057856	2.641212	-5.986095
CSS (WENTIAN)	2024-06-29 11:05:47.568168	90.000000	58.634871	-6352342.484230	-6.759373	3.725018	0.383189
SOYUZ-MS 22	2024-06-29 11:06:47.568168	-90.000000	57.191450	-6354998.986491	-4.987731	1.391932	-5.695085
CREW DRAGON 5	2024-06-29 11:07:47.568168	-90.000000	59.849001	-6354661.712282	-5.252334	0.959970	-5.543557
CYGNUS NG-18	2024-06-29 11:09:47.568168	-90.000000	65.458073	-6354018.345543	-5.705930	0.084965	-5.162930
ISS (ZARYA)	2024-06-29 11:15:47.568168	90.000000	32.918491	-6355109.539851	-1.456637	4.927574	-5.738244
CSS (TIANHE)	2024-06-29 11:17:47.568168	-90.000000	-29.658795	-6356327.339013	3.146084	4.879831	5.094558
CSS (TIANHE)	2024-06-29 11:32:47.568168	90.000000	20.446125	-6353167.359454	-4.187324	5.761470	2.996776
SOYUZ-MS 23	2024-06-29 11:43:47.568168	-90.000000	17.047013	-6351537.154802	-3.154758	6.971057	-0.792904
SL-4 R/B	2024-06-29 11:44:47.568168	90.000000	10.876251	-6352578.743338	-4.062772	5.566559	3.598884
ISS DEB	2024-06-29 12:01:47.568168	-90.000000	4.906217	-6352721.113326	-3.452044	5.808015	-3.824958
PROGRESS-MS 22	2024-06-29 12:12:47.568168	90.000000	-30.519338	-6351557.191934	4.867910	5.891002	-0.979469
ISS (NAUKA)	2024-06-29 12:18:47.568168	90.000000	0.907828	-6352336.389543	2.776894	6.389568	-3.288050
FREGAT DEB	2024-06-29 12:19:47.568168	-90.000000	-28.209035	-6355453.325702	2.258532	3.443729	5.092426
CSS (WENTIAN)	2024-06-29 12:20:47.568168	90.000000	-7.742069	-6354972.607453	-0.480009	6.125390	4.685581
SOYUZ-MS 22	2024-06-29 12:21:47.568168	90.000000	12.617152	-6353017.796935	1.530808	6.235440	-4.256667
CREW DRAGON 5	2024-06-29 12:22:47.568168	90.000000	16.050983	-6353281.823796	1.098269	6.124710	-4.541225
CSS (MENGTIAN)	2024-06-29 12:23:47.568168	90.000000	2.280671	-6354173.863765	-1.993813	6.200517	4.158106
CYGNUS NG-18	2024-06-29 12:24:47.568168	90.000000	22.369714	-6353857.853737	0.219629	5.817127	-5.044624
TIANZHOU-5	2024-06-29 12:25:47.568168	90.000000	9.533327	-6353701.374303	-2.959045	6.101775	3.704848
SHENZHOU-15	2024-06-29 12:26:47.568168	90.000000	13.370504	-6353486.637550	-3.421423	6.008264	3.450885
PROGRESS-MS 22	2024-06-29 12:27:47.568168	90.000000	30.820290	-6354820.891593	-1.100975	5.152320	-5.618310
ISS (NAUKA)	2024-06-29 12:33:47.568168	-90.000000	45.865921	-6356555.879813	-3.547629	3.205809	-6.035230
FREGAT DEB	2024-06-29 12:34:47.568168	90.000000	-1.468290	-6353544.225372	-2.497482	4.748099	4.443571
CSS (WENTIAN)	2024-06-29 12:35:47.568168	90.000000	55.189060	-6352359.382701	-6.605704	3.966208	0.588109
SOYUZ-MS 22	2024-06-29 12:36:47.568168	-90.000000	53.293127	-6355481.460627	-4.569594	2.007277	-5.861004
CREW DRAGON 5	2024-06-29 12:37:47.568168	-90.000000	55.852007	-6355133.100846	-4.869024	1.586480	-5.747028
CYGNUS NG-18	2024-06-29 12:39:47.568168	-90.000000	61.189832	-6354460.954810	-5.397468	0.724866	-5.438366
ISS (ZARYA)	2024-06-29 12:45:47.568168	90.000000	28.975364	-6354647.329759	-0.832550	5.291260	-5.535908
FREGAT DEB	2024-06-29 12:49:47.568168	90.000000	49.056489	-6350958.152447	-6.643326	3.318436	0.850290
SL-4 R/B	2024-06-29 12:59:47.568168	-90.000000	-30.509460	-6356648.451460	2.542559	4.105883	6.108363
ISS (ZARYA)	2024-06-29 13:00:47.568168	-90.000000	67.964612	-6353688.230764	-5.914162	-0.315337	-4.913640
CSS (TIANHE)	2024-06-29 13:02:47.568168	90.000000	17.608957	-6353276.694438	-3.893342	5.876772	3.164560
SOYUZ-MS 23	2024-06-29 13:13:47.568168	-90.000000	12.277878	-6351578.264304	-2.878841	7.050012	-1.091770
SL-4 R/B	2024-06-29 13:14:47.568168	90.000000	16.986690	-6352286.778366	-4.617067	5.447659	3.071179
ISS DEB	2024-06-29 13:31:47.568168	-90.000000	8.807656	-6352497.394069	-3.851250	5.776983	-3.473451
ISS (NAUKA)	2024-06-29 13:48:47.568168	90.000000	-5.696212	-6352082.719455	3.353297	6.350441	-2.789068
CSS (WENTIAN)	2024-06-29 13:50:47.568168	90.000000	-9.978377	-6355136.853213	-0.141552	6.081276	4.764662
SOYUZ-MS 22	2024-06-29 13:51:47.568168	90.000000	7.153777	-6352680.330627	2.155381	6.328373	-3.827845
CREW DRAGON 5	2024-06-29 13:52:47.568168	90.000000	10.896621	-6352919.447965	1.733093	6.261073	-4.140016
CSS (MENGTIAN)	2024-06-29 13:53:47.568168	90.000000	-0.119377	-6354320.427632	-1.663628	6.218466	4.274795
CYGNUS NG-18	2024-06-29 13:54:47.568168	90.000000	17.726403	-6353450.912751	0.865914	6.038227	-4.704221
TIANZHOU-5	2024-06-29 13:55:47.568168	90.000000	6.984660	-6353832.571383	-2.642354	6.160825	3.843883
SHENZHOU-15	2024-06-29 13:56:47.568168	90.000000	10.736519	-6353609.184185	-3.113783	6.087484	3.600110
PROGRESS-MS 22	2024-06-29 13:57:47.568168	90.000000	26.706224	-6354361.759264	-0.460434	5.492218	-5.380851
ISS (NAUKA)	2024-06-29 14:03:47.568168	90.000000	42.147589	-6356445.153875	-2.998955	3.735356	-6.029157
CSS (WENTIAN)	2024-06-29 14:05:47.568168	90.000000	51.766398	-6352383.376305	-6.438509	4.198892	0.791978
SOYUZ-MS 22	2024-06-29 14:06:47.568168	-90.000000	49.495477	-6355975.452497	-4.103074	2.599527	-5.973374
CREW DRAGON 5	2024-06-29 14:07:47.568168	-90.000000	51.986741	-6355619.189046	-4.434469	2.194117	-5.898020
CSS (MENGTIAN)	2024-06-29 14:08:47.568168	90.000000	67.606476	-6352336.264900	-7.045779	3.161596	-0.270348
CYGNUS NG-18	2024-06-29 14:09:47.568168	-90.000000	57.121780	-6354924.397693	-5.032797	1.354565	-5.664204
PROGRESS-MS 22	2024-06-29 14:12:47.568168	-90.000000	65.456378	-6353950.854193	-5.748940	0.053512	-5.115233
ISS (ZARYA)	2024-06-29 14:15:47.568168	90.000000	24.858360	-6354203.808020	-0.197471	5.601370	-5.284714
FREGAT DEB	2024-06-29 14:19:47.568168	-90.000000	-28.557826	-6355431.268333	2.293174	3.422453	5.087777
SL-4 R/B	2024-06-29 14:29:47.568168	90.000000	-27.170330	-6356322.326318	1.862722	4.481285	6.088381
ISS (ZARYA)	2024-06-29 14:30:47.568168	-90.000000	63.574129	-6354103.631547	-5.645903	0.312347	-5.221082
CSS (TIANHE)	2024-06-29 14:32:47.568168	90.000000	14.830982	-6353391.829893	-3.591628	5.978355	3.326939
FREGAT DEB	2024-06-29 14:34:47.568168	90.000000	-1.868285	-6353564.346210	-2.451323	4.755964	4.453583
SOYUZ-MS 23	2024-06-29 14:43:47.568168	-90.000000	7.625794	-6351632.352267	-2.594986	7.108366	-1.387955
SL-4 R/B	2024-06-29 14:44:47.568168	90.000000	23.786276	-6352042.431382	-5.123811	5.277425	2.511040
FREGAT DEB	2024-06-29 14:49:47.568168	90.000000	48.386524	-6350961.385322	-6.613641	3.361267	0.876789
ISS DEB	2024-06-29 15:01:47.568168	-90.000000	13.022266	-6352295.631271	-4.231290	5.720562	-3.103736
ISS (NAUKA)	2024-06-29 15:18:47.568168	90.000000	-12.911202	-6351871.811194	3.898276	6.247300	-2.264713
CSS (WENTIAN)	2024-06-29 15:20:47.568168	90.000000	-12.190339	-6355303.626504	0.196269	6.023030	4.835996
SOYUZ-MS 22	2024-06-29 15:21:47.568168	90.000000	1.200898	-6352380.183872	2.760873	6.356833	-3.364133
CREW DRAGON 5	2024-06-29 15:22:47.568168	90.000000	5.303683	-6352592.211497	2.353162	6.333421	-3.701049
CSS (MENGTIAN)	2024-06-29 15:23:47.568168	90.000000	-2.481206	-6354470.848192	-1.330831	6.222133	4.384514
CYGNUS NG-18	2024-06-29 15:24:47.568168	90.000000	12.743524	-6353074.261269	1.506300	6.197134	-4.320868
TIANZHOU-5	2024-06-29 15:25:47.568168	90.000000	4.483252	-6353968.421366	-2.320942	6.205839	3.976638
SHENZHOU-15	2024-06-29 15:26:47.568168	90.000000	8.153911	-6353736.748952	-2.800401	6.152893	3.743445
PROGRESS-MS 22	2024-06-29 15:27:47.568168	90.000000	22.380068	-6353924.594493	0.187676	5.774864	-5.094203
ISS (NAUKA)	2024-06-29 15:33:47.568168	90.000000	38.405965	-6355944.470571	-2.417277	4.224612	-5.967936
CSS (WENTIAN)	2024-06-29 15:35:47.568168	90.000000	48.373699	-6352414.415441	-6.258184	4.422536	0.994466
SOYUZ-MS 22	2024-06-29 15:36:47.568168	-90.000000	45.757764	-6356476.444391	-3.592716	3.162755	-6.031156
CREW DRAGON 5	2024-06-29 15:37:47.568168	-90.000000	48.210430	-6356115.532310	-3.952870	2.776781	-5.995137
CSS (MENGTIAN)	2024-06-29 15:38:47.568168	90.000000	64.144965	-6352330.454003	-6.928310	3.421447	-0.064827
CYGNUS NG-18	2024-06-29 15:39:47.568168	-90.000000	53.205269	-6355404.438845	-4.615370	1.967714	-5.838359
PROGRESS-MS 22	2024-06-29 15:42:47.568168	-90.000000	61.153555	-6354389.611586	-5.441993	0.690489	-5.398143
