name	curr_time	lon	lat	alt	vel_x	vel_y	vel_z
THEOS	2024-06-30T17:42:27.006+05:30	-88.97169951620005	44.34662159904166	-6261475.817408936	-2.1934262924219143	-6.715133694763739	-2.2926964958384164
COSMOS 2434 [GLONASS-M]	2024-06-30T17:56:27.006+05:30	-90.0	40.877789753911344	-6352395.07399679	-1.596064816882886	0.9190648899971777	-3.4976326600223966
WISE	2024-06-30T18:09:27.006+05:30	88.9422532687838	61.02207465584702	-6283267.369695412	5.890402389153271	4.385239346607169	-2.235160397524492
GLOBALSTAR M083	2024-06-30T18:00:27.006+05:30	90.0	52.43321915367088	-6353854.722572338	-4.980997740301897	1.3107004359552437	4.968228063710069
TIANLIAN 1-02	2024-06-30T17:41:27.006+05:30	-90.0	12.754246702142435	-6354682.13537729	-0.6996350360374196	3.0016393333741176	0.1046218914768078
UK-DMC 2	2024-06-30T17:42:27.006+05:30	-89.00435319073203	56.659343262628255	-6344947.188385734	6.439128699920866	-3.875312539395366	0.04013463910518215
ALSAT 2A	2024-06-30T17:56:27.006+05:30	90.0	37.94713924884812	-6350773.598876955	6.081352065989485	2.270315495633127	-3.817502539818364
SHIJIAN-6 03B (SJ-6 03B)	2024-06-30T18:27:27.006+05:30	-90.0	-5.77155092320699	-6352599.001390243	-4.568757210569389	-0.8370808189144312	-5.979475057581531
COSMOS 2434 [GLONASS-M]	2024-06-30T17:36:27.006+05:30	-90.0	36.21104670627988	-6356643.235006587	-1.0239970620145722	1.3745519834073427	-3.562188338367942
GLOBALSTAR M088	2024-06-30T17:51:27.006+05:30	90.0	63.32830353055063	-6351069.241819875	-4.7494213919734145	4.918149196921237	-2.114423530449651
COSMO-SKYMED 3	2024-06-30T18:01:27.006+05:30	-88.64386310461528	53.158610005723006	-6328003.082446938	7.039231537038443	2.2818295416881895	1.5028631938544124
SRMSAT	2024-06-30T18:11:27.006+05:30	-90.0	64.35368890627058	-6356208.833573222	-6.225583519260154	3.202644162897027	2.474946270170744
GLOBALSTAR M075	2024-06-30T18:49:27.006+05:30	-90.0	32.749894606177946	-6351718.950598725	-5.412060776109179	3.3713121563511845	-3.2293638935666964
CUTE-1.7+APD II (CO-65)	2024-06-30T18:53:27.006+05:30	90.0	-28.212516366570235	-6352959.896168676	3.016008098325184	-2.991638913021315	-6.260998026072798
SJ-11-03	2024-06-30T18:50:27.006+05:30	90.0	-13.302738114882441	-6356197.010653308	0.3454537795835133	-1.1351480238479243	-7.424228668880655
SJ-11-03	2024-06-30T18:52:27.006+05:30	-90.0	-14.299249984979728	-6356414.598490067	-0.5864353488940778	-0.9062285141400138	-7.439088765853324
TANDEM-X	2024-06-30T19:18:27.006+05:30	-90.0	-5.448175190368634	-6350566.062444425	-6.698535845929597	-1.6055467563100811	-3.200500488812642
COSMOS 2434 [GLONASS-M]	2024-06-30T19:04:27.006+05:30	-87.71887649649754	61.14101741147314	-5918338.138973466	-3.0275869852302306	-0.7645193789024625	-2.4226597408840833
HUANJING 1A (HJ-1A)	2024-06-30T19:03:27.006+05:30	90.0	9.730170039441276	-6356289.66120196	0.6551772197068984	-0.9051967046655915	-7.445211606372358
COSMO-SKYMED 1	2024-06-30T18:50:27.006+05:30	-90.0	10.219733664752129	-6353401.825505025	3.7107342630313402	-0.5278639248092909	6.542636635765415
EWS-G2 (GOES 15)	2024-06-30T19:27:27.006+05:30	90.0	16.28364420535226	-6356506.3929579705	-0.8606227130780487	2.9477146813557833	-0.005827367733611161
COSMO-SKYMED 2	2024-06-30T19:42:27.006+05:30	-90.0	14.220267204112956	-6351697.549112809	5.531273847219419	-0.13904515292472922	5.116716206908524
COSMOS 2455	2024-06-30T19:42:27.006+05:30	-90.0	15.730424246289818	-6356568.208509728	-0.9374332139100322	2.718854576612211	-6.811861133970832
AAUSAT-II	2024-06-30T20:18:27.006+05:30	-90.0	-25.67510393310664	-6352123.486452868	-5.084248575511431	0.9516209752091266	-5.554091978709092
COSMOS 2455	2024-06-30T19:36:27.006+05:30	90.0	7.35383315797688	-6354526.3295352785	1.6696254335432772	3.2561225775321074	-6.427754350658171
FGRST (GLAST)	2024-06-30T19:43:27.006+05:30	-90.0	19.490175824404528	-6353802.642280695	-2.717750555005999	7.090591710513155	-0.43344031899386104
ZHEDA PIXING 1B	2024-06-30T20:29:27.006+05:30	90.0	-20.837970260256146	-6351521.094044873	4.648980801915318	-3.435578442910859	-4.888640864085731
EWS-G2 (GOES 15)	2024-06-30T20:11:27.006+05:30	90.0	27.275237163262446	-6356526.165297863	-1.4070042814098387	2.7294049667268916	-0.009129438614872252
YAOGAN 3	2024-06-30T20:23:27.006+05:30	90.0	28.6013598854811	-6356625.619347262	0.6236657103831064	-0.8441586833029886	-7.478210192140528
SJ-11-03	2024-06-30T20:31:27.006+05:30	-90.0	-14.455672152130294	-6356217.03904786	-0.7910100446781815	-0.8543099176599876	-7.425896710715097
COSMO-SKYMED 1	2024-06-30T20:31:27.006+05:30	-90.0	8.02939735756344	-6354986.127812039	2.007717001046061	-0.7965195744230372	7.227235866425847
YAOGAN 2	2024-06-30T19:46:27.006+05:30	90.0	-1.2631932239589123	-6352023.48267971	-5.053542392614155	-1.3696991320353231	5.449094617314415
SHIJIAN-6 04B (SJ-6 04B)	2024-06-30T20:48:27.006+05:30	-90.0	-9.63565502608764	-6355681.765926729	-1.305733697808229	-0.834794154322177	-7.417112802370845
YAOGAN 4	2024-06-30T21:02:27.006+05:30	88.89956239340397	51.70692596512127	-6343219.993344627	3.091544365422264	-6.8472004941821245	0.5334470609320769
EXPRESS-AM33	2024-06-30T20:56:27.006+05:30	-90.0	-19.678748754903996	-6354644.039403103	1.0347813947074553	2.8952829816501917	-0.035669495953198765
TACSAT 4	2024-06-30T20:40:27.006+05:30	90.0	30.546613281034873	-6344687.053937407	-0.6452150778616882	2.984186891419018	-3.2360763033788817
COSMOS 2467	2024-06-30T21:23:27.006+05:30	90.0	-28.185073706150153	-6355283.656975471	1.6142223487375207	0.21268980630378984	-6.9288218166810305
SKYNET 5B	2024-06-30T21:24:27.006+05:30	-90.0	-22.79643647946507	-6354318.4116767105	1.188872221787499	2.8349568429365872	-0.04324591305980073
ASTRA 3B	2024-06-30T20:59:27.006+05:30	-90.0	-26.567904911761698	-6356741.578249823	1.375035413658929	2.7497532615440337	0.008214956360892636
SHIJIAN-6 03B (SJ-6 03B)	2024-06-30T21:27:27.006+05:30	90.0	1.552488346620308	-6355639.221843981	1.2265179000392514	-1.0165537223211505	-7.4023487185774535
SBSS (USA 216)	2024-06-30T21:02:27.006+05:30	-88.74832532152939	66.90932451800249	-6303372.975832151	5.679160216277466	4.5232976622854055	2.0078738125204896
ARABSAT-5A	2024-06-30T21:26:27.006+05:30	-90.0	-20.119846452940063	-6356246.341720276	1.0572030370250138	2.8866037005732976	0.01122075059608053
NOAA 19	2024-06-30T20:48:27.006+05:30	90.0	59.962842024944976	-6356483.122689661	1.1518662782208593	-0.3537577400138647	-7.33018333359241
EWS-G2 (GOES 15)	2024-06-30T20:42:27.006+05:30	90.0	35.01911277316944	-6356545.136767565	-1.762053347170902	2.5148267354003546	-0.011261876291033378
CANX-2	2024-06-30T21:24:27.006+05:30	90.0	-24.325153452093677	-6351225.805849463	4.645440446386942	-3.9316000199973966	-4.48489780179726
EWS-G2 (GOES 15)	2024-06-30T21:20:27.006+05:30	90.0	44.51154154076792	-6356573.51093211	-2.152796754927408	2.189671922929004	-0.01359236512199832
CANX-2	2024-06-30T21:20:27.006+05:30	89.76109025338728	-16.00865448298414	-5742892.077850074	5.566701205249865	-4.2864258461280045	-2.788459483995545
WISE	2024-06-30T21:31:27.006+05:30	90.0	39.87981677450387	-6355940.534335666	1.3295010534482714	-0.14902903127822362	-7.556089733197237
EUTELSAT 48D	2024-06-30T21:24:27.006+05:30	-90.0	58.366854453109426	-6355714.457469717	-2.599639252937598	1.6051787602032614	0.16828775421279138
GLOBALSTAR M089	2024-06-30T21:45:27.006+05:30	-90.0	-0.51792628815678	-6355257.107597383	-1.0233957906379265	4.495367887440599	-5.468054580547271
STRELA 3	2024-06-30T22:32:27.006+05:30	-88.43803414318155	19.873311051090806	-6334724.170651621	-6.690106814559419	2.0033154719648465	-1.2963987983521315
BADR-6	2024-06-30T22:33:27.006+05:30	-90.0	-3.270900317782502	-6356036.800698251	0.1748177747516433	3.0697847858242784	0.008906756622468199
SKYNET 5B	2024-06-30T21:51:27.006+05:30	-90.0	-16.01600338662435	-6354265.474799316	0.8469347554694838	2.9554145199081354	-0.02201238909048983
SJ-11-01	2024-06-30T22:16:27.006+05:30	90.0	14.50516216386465	-6350342.139016175	6.871308540694067	-0.7962097269623738	-2.9535526869553284
SJ-11-03	2024-06-30T22:17:27.006+05:30	-90.0	-18.57336081158771	-6353083.776829336	-4.019369419848971	0.09038693247699232	-6.341692877978631
COMSATBW-2	2024-06-30T22:09:27.006+05:30	-90.0	-29.468223492622638	-6356242.246043531	1.5127406780861696	2.6772590334885944	-0.0211773344082409
HYLAS 1	2024-06-30T21:56:27.006+05:30	-90.0	36.233269959127725	-6354765.178972442	-1.8099093788465053	2.4804517392699883	0.14299700626800646
DEIMOS-1	2024-06-30T22:11:27.006+05:30	-88.62454663208892	35.4156265460755	-6325713.57006426	7.336123767118811	0.3201452103932477	1.6053246981357792
YAOGAN 6	2024-06-30T22:31:27.006+05:30	90.0	-27.98202353639163	-6353705.66173797	2.5191513640337675	-2.5438699268712397	-6.781127483361869
SHIJIAN-6 04B (SJ-6 04B)	2024-06-30T22:06:27.006+05:30	90.0	4.774012570433646	-6350805.909762768	6.3989044298740305	-1.4638564889341443	-3.781652583607472
NIGERIASAT-X	2024-06-30T21:58:27.006+05:30	90.0	25.672689799715943	-6351172.970548068	5.948602350964287	1.0029225582487558	-4.481199310422907
GLOBALSTAR M089	2024-06-30T21:53:27.006+05:30	-90.0	17.45514208860558	-6352859.660432674	-3.9175524510751827	4.093618345338099	-4.359328945479411
SHIJIAN-6 03B (SJ-6 03B)	2024-06-30T21:43:27.006+05:30	-90.0	-9.190346006857714	-6351431.525922666	-5.850185464567435	-0.6852746661747219	-4.755844360519293
GENESIS 2	2024-06-30T21:54:27.006+05:30	90.0	-10.869653578351688	-6356708.661259527	0.6841982097507591	3.2294687593233036	-6.922299255414479
SHIJIAN-6 04B (SJ-6 04B)	2024-06-30T22:27:27.006+05:30	-90.0	-11.017230899655617	-6354513.169929812	-2.5691300093075364	-0.607049334591135	-7.100132279321377
INTELSAT NEW DAWN	2024-06-30T21:36:27.006+05:30	90.0	-16.71678163514086	-6356222.829549651	0.8844231827719288	2.9451506527353137	0.00803082359814647
AMC-14	2024-06-30T21:55:27.006+05:30	-76.18432853152815	-24.553189762184964	-6231693.167126799	1.447413907710764	2.6313828674047905	0.680035686568621
ARABSAT-5C	2024-06-30T21:50:27.006+05:30	-90.0	-21.46815531998826	-6356737.939209833	1.1257610502975224	2.8602516842605903	0.002424697004012874
GLOBALSTAR M085	2024-06-30T22:12:27.006+05:30	-90.0	61.2895268974637	-6352783.1824144535	-5.706742743847632	0.22892874734800878	-4.300084123330522
X-SAT	2024-06-30T22:01:27.006+05:30	88.7757419757452	32.085206801902835	-6292568.227484461	7.117931837219913	0.47398860962776873	-2.102703573812029
COMSATBW-1	2024-06-30T22:22:27.006+05:30	-90.0	-19.106041386556868	-6356190.09743893	1.0061355646738923	2.9047463837174474	-0.018133202621100717
INTELSAT NEW DAWN	2024-06-30T21:52:27.006+05:30	90.0	-12.703638783432384	-6356216.414794845	0.6761499387405471	2.999829744154162	0.0053076258686668015
CHUANGXIN 1-02 (CX-1-02)	2024-06-30T22:03:27.006+05:30	90.0	30.38048960893396	-6352234.831445213	4.729905863426981	1.0878313164783744	-5.6700656389135755
INTELSAT 17 (IS-17)	2024-06-30T22:08:27.006+05:30	90.0	-25.223812561142164	-6356735.484488792	1.3102361731150167	2.780867280292308	-0.005508840236014549
BEESAT-1	2024-06-30T22:21:27.006+05:30	90.0	67.75919621759053	-6356523.316653581	0.9350231524575287	-0.6455163044964918	7.419575479740421
COSMOS 2428	2024-06-30T22:29:27.006+05:30	-90.0	33.79146831092573	-6351230.001405371	1.9697517426459257	5.834605034892067	4.137136640915252
GLOBALSTAR M089	2024-06-30T21:38:27.006+05:30	90.0	-14.24399871345537	-6355897.540556867	1.6934731586912908	4.141308549439328	-5.583038210895977
AMC-14	2024-06-30T22:00:27.006+05:30	-76.39496108716047	-23.261994520236897	-6228912.252697553	1.3889982948410908	2.6572775908461983	0.701824353752405
EWS-G2 (GOES 15)	2024-06-30T22:13:27.006+05:30	90.0	57.751199991603556	-6356621.0780805275	-2.597248682472658	1.6382388109840404	-0.016209753438348472
GENESIS 2	2024-06-30T21:51:27.006+05:30	90.0	-15.92979548645398	-6355472.0346997995	2.1803553858095195	2.8736718582496152	-6.770929666731476
COSMO-SKYMED 2	2024-06-30T21:43:27.006+05:30	90.0	-0.9161262897393582	-6352164.731513118	-4.896001666524146	-1.293827019885798	5.597614563661041
COSMOS 2433 [GLONASS-M]	2024-06-30T22:09:27.006+05:30	81.60531503143416	33.83556128144443	-6314619.185509236	-3.401972539622742	1.730766592119807	1.0276802854259144
SUPERBIRD-C2	2024-06-30T23:33:27.006+05:30	-90.0	-14.68607576199315	-6356447.673904021	0.778701958331191	2.972464115456818	-0.02558556850135611
SPIRALE A	2024-06-30T22:43:27.006+05:30	90.0	60.59711919094052	-6356629.83421473	-7.866677541749837	0.8091743987381232	-0.261400172915778
GLOBALSTAR M089	2024-06-30T23:27:27.006+05:30	90.0	-24.774767914150956	-6354268.338944799	3.528587049795946	3.4902193074403867	-5.15479192909493
AMC-14	2024-06-30T23:16:27.006+05:30	-81.2958926654513	-4.180392083659206	-6128611.600460983	0.4342819113694987	2.888059490431461	0.986202848586203
